site number,site location,Cluster,site acronym,date,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,3.294,0.0508,1.5,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.244,0.0499,1.5,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.64,0.0391,1.5,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,3.399,0.0492,1.4,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,3.193,0.05,1.6,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,3.267,0.0502,1.5,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.978,0.0262,0.9,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,3.328,0.051,1.5,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,3.062,0.0394,1.3,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,3.162,0.0527,1.7,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,3.19,0.0474,1.5,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,3.266,0.05,1.5,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.701,0.0369,1.4,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,3.277,0.0492,1.5,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.744,0.0372,1.4,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.962,0.0441,1.5,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,2.989,0.0364,1.2,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,3.251,0.0507,1.6,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,3.312,0.0509,1.5,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2002,NA,NA,4.42,0.0468,1.1,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2002,NA,NA,3.006,0.0428,1.4,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2002,NA,NA,2.787,0.028,1,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2002,NA,NA,3.757,0.0435,1.2,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,NA,4.627,0.0612,1.3,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,NA,4.759,0.0631,1.3,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,srp,saguaro-hypo,2002,NA,NA,4.432,0.0626,1.4,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,4.205,0.051,1.2,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,1.417,0.0199,1.4,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,1.39,0.017,1.2,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,2.897,0.0376,1.3,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,3.81,0.0266,0.7,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,2.986,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.035,0.042,1.4,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.671,0.0359,1.3,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,3.008,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,2.938,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.871,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.556,0.0227,0.9,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,2.97,0.043,1.4,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,3.057,0.041,1.3,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,2.933,0.0472,1.6,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,2.922,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,2.986,0.041,1.4,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.55,0.032,1.3,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,2.904,0.0415,1.4,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.478,0.0314,1.3,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.827,0.0402,1.4,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,2.586,0.0337,1.3,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,2.905,0.0415,1.4,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,2.983,0.0417,1.4,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.935,0.0428,1.5,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,1.343,0.0177,1.3,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,1.297,0.0098,0.8,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,3.045,0.0396,1.3,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,NA,0.0221,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,2.994,0.0457,1.5,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,2.972,0.0452,1.5,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.311,0.0345,1.5,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,2.837,0.0474,1.7,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,2.94,0.0477,1.6,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.801,0.0435,1.6,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.624,0.0236,0.9,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,2.971,0.0453,1.5,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,2.941,0.0421,1.4,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,3.804,0.0507,1.3,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,2.942,0.045,1.5,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,3.011,0.0457,1.5,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.342,0.0319,1.4,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,2.917,0.0443,1.5,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.501,0.0349,1.4,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.819,0.0416,1.5,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,3.207,0.032,1,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,2.888,0.0452,1.6,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,2.857,0.0437,1.5,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2002,NA,NA,3.967,0.0442,1.1,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2002,NA,NA,3.294,0.0449,1.4,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2002,NA,NA,2.347,0.0315,1.3,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2002,NA,NA,2.435,0.0333,1.4,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,NA,4.847,0.0634,1.3,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,NA,4.702,0.0621,1.3,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,srp,saguaro-hypo,2002,NA,NA,5.199,0.0646,1.2,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.844,0.0435,1.5,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,1.059,0.0149,1.4,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,0.961,0.0077,0.8,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,2.789,0.0381,1.4,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,2.819,0.027,1,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,3.003,0.0472,1.6,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.031,0.0509,1.7,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.006,0.035,1.7,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,2.92,0.0553,1.9,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,2.565,0.0514,2,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.948,0.048,1.6,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.402,0.0229,1,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,2.471,0.0516,2.1,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,3.233,0.0604,1.9,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,2.948,0.0542,1.8,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,2.902,0.0479,1.7,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.263,0.0287,1.3,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,2.916,0.05,1.7,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.418,0.0334,1.4,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.668,0.0487,1.8,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,1.788,0.0236,1.3,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,2.944,0.0472,1.6,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,2.936,0.0479,1.6,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.901,0.0538,1.9,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,0.769,0.0121,1.6,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,0.813,0.0122,1.5,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,2.68,0.041,1.5,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,2.75,0.0258,0.9,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,3.015,0.0415,1.4,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.057,0.0421,1.4,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.114,0.0293,1.4,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,3.038,0.0422,1.4,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,2.942,0.0421,1.4,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.87,0.0409,1.4,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.75,0.0233,0.8,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,3.021,0.0424,1.4,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,2.9,0.0472,1.6,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,2.991,0.0417,1.4,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,2.99,0.0421,1.4,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.425,0.0294,1.2,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,3.003,0.0391,1.3,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,1.861,0.0197,1.1,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.728,0.0406,1.5,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,2.345,0.0306,1.3,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,3.029,0.0425,1.4,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,2.919,0.0413,1.4,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2002,NA,5.361,4.887,0.0475,1,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2002,NA,3.283,3.333,0.0469,1.4,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2002,NA,1.854,1.82,0.0319,1.8,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2002,NA,1.809,1.726,0.0355,2.1,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,4.08,4.02,0.0571,1.4,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,srp,saguaro-epi,2002,NA,3.718,4.334,0.0585,1.3,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,srp,saguaro-hypo,2002,NA,4.347,3.44,0.0571,1.7,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.862,0.0409,1.4,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,0.63,0.009,1.4,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,0.66,0.0048,0.7,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,2.82,0.0385,1.4,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,2.798,0.0198,0.7,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,3.055,0.0436,1.4,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.009,0.0424,1.4,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,1.831,0.0265,1.4,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,3.056,0.0415,1.4,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,3.023,0.0413,1.4,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.939,0.0422,1.4,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,2.812,0.024,0.9,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,2.995,0.0417,1.4,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,2.669,0.045,1.7,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,2.98,0.0406,1.4,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,3.041,0.0409,1.3,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.46,0.028,1.1,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,2.942,0.0421,1.4,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.522,0.0319,1.3,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.664,0.0402,1.5,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,2.101,0.0249,1.2,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,2.985,0.0422,1.4,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,2.949,0.0408,1.4,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.957,0.0403,1.4,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2002,NA,NA,0.657,0.0092,1.4,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2002,NA,NA,0.64,0.0062,1,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2002,NA,NA,2.868,0.0402,1.4,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2002,NA,NA,2.79,0.0204,0.7,NA,NA,NA,NA,NA,NA,NA
16th St.,AZ Canal at 16th Street,srp,az canal @ 16th st.,2002,NA,NA,3.062,0.046,1.5,NA,NA,NA,NA,NA,NA,NA
19th Av.,AZ Canal at 19th Av.,srp,az canal @ 19th av.,2002,NA,NA,3.093,0.045,1.5,NA,NA,NA,NA,NA,NA,NA
Cons,Head of the Tempe Canal,tempe,head of tempe canal,2002,NA,NA,2.216,0.032,1.4,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2002,NA,NA,3.079,0.0435,1.4,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2002,NA,NA,3.173,0.0457,1.4,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2002,NA,NA,2.868,0.0429,1.5,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2002,NA,NA,3.025,0.0342,1.1,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2002,NA,NA,3.125,0.0443,1.4,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2002,NA,NA,2.553,0.0464,1.8,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2002,NA,NA,3.208,0.0464,1.4,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2002,NA,NA,3.079,0.0433,1.4,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2002,NA,NA,2.72,0.0326,1.2,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2002,NA,NA,3.068,0.0446,1.5,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2002,NA,NA,2.145,0.0243,1.1,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2002,NA,NA,2.837,0.0405,1.4,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2002,NA,NA,2.175,0.0258,1.2,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2002,NA,1.988,1.512,0.0435,2.9,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2002,NA,NA,3.101,0.0437,1.4,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2002,NA,NA,3.082,0.0438,1.4,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2002,NA,NA,2.975,0.0417,1.4,NA,NA,NA,NA,NA,NA,NA
